Category,Sub-Category,Product Name
Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge
Office Supplies,Labels,Avery 497
Furniture,Tables,KI Adjustable-Height Table
Office Supplies,Binders,GBC Plastic Binding Combs
Furniture,Chairs,Safco Contoured Stacking Chairs
Office Supplies,Paper,Easy-staple paper
Office Supplies,Fasteners,Staples
Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets"
Office Supplies,Binders,GBC Durable Plastic Covers
Office Supplies,Labels,Avery 500
Technology,Phones,Geemarc AmpliPOWER60
Office Supplies,Paper,"""While you Were Out"" Message Book, One Form per Page"
Furniture,Chairs,"Global Leather Task Chair, Black"
Office Supplies,Art,4009 Highlighters by Sanford
Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection"
Office Supplies,Paper,Rediform Voice Mail Log Books
Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables
Furniture,Bookcases,O'Sullivan Manor Hill 2-Door Library in Brianna Oak
Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders
Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector
Office Supplies,Storage,Safco Industrial Wire Shelving System
Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2
Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back"
Office Supplies,Binders,Recycled Easel Ring Binders
Technology,Phones,Apple iPhone 5C
Technology,Accessories,Logitech G600 MMO Gaming Mouse
Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish"
Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator
Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum
Office Supplies,Appliances,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection
Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black"
Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse
Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal
Office Supplies,Paper,White GlueTop Scratch Pads
Office Supplies,Paper,Xerox 195
Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size"
Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners
Office Supplies,Appliances,Holmes HEPA Air Purifier
Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset
Office Supplies,Art,Newell 322
Office Supplies,Storage,Sterilite Officeware Hinged File Box
Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0
Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem"
Office Supplies,Labels,Avery 494
Office Supplies,Paper,Xerox 231
Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke"
Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins
Technology,Accessories,First Data FD10 PIN Pad
Office Supplies,Art,Sanford Liquid Accent Highlighters
Office Supplies,Binders,Acco Translucent Poly Ring Binders
Office Supplies,Paper,Easy-staple paper
Office Supplies,Paper,Xerox 1985
Office Supplies,Art,12 Colored Short Pencils
Furniture,Tables,Hon 2111 Invitation Series Straight Table
Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings
Office Supplies,Storage,"Fellowes Mobile File Cart, Black"
Office Supplies,Paper,Xerox 1940
Office Supplies,Paper,Xerox 1962
Office Supplies,Paper,Xerox 1945
Technology,Phones,Wilson Electronics DB Pro Signal Booster
Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges
Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390
Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack"
Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish"
Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black"
Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish"
Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors"
Office Supplies,Labels,Avery 476
Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11
Office Supplies,Labels,Avery 478
Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack"
Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers
Office Supplies,Supplies,Staple remover
Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings
Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h"
Technology,Accessories,Memorex Micro Travel Drive 8 GB
Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity"
Office Supplies,Storage,Recycled Steel Personal File for Standard File Folders
Office Supplies,Art,Blackstonian Pencils
Office Supplies,Labels,Avery 488
Office Supplies,Paper,Xerox 1919
Office Supplies,Art,Prang Colored Pencils
Technology,Accessories,Micropad Numeric Keypads
Office Supplies,Storage,Safco Steel Mobile File Cart
Office Supplies,Paper,Tops Wirebound Message Log Books
Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue"
Office Supplies,Paper,Xerox 1940
Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo
Office Supplies,Binders,ACCOHIDE Binder by Acco
Technology,Phones,AT&T CL82213
Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit
Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile)
Technology,Accessories,Maxell LTO Ultrium - 800 GB
Office Supplies,Paper,Tops Green Bar Computer Printout Paper
Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat
Office Supplies,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black"
Office Supplies,Storage,"Companion Letter/Legal File, Black"
Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener
Office Supplies,Storage,Iris Project Case
Technology,Phones,GE 30522EE2
Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill
Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock"
Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips
Office Supplies,Paper,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size"
Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy"
Office Supplies,Binders,Clear Mylar Reinforcing Strips
Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener
Technology,Accessories,Logitech Wireless Marathon Mouse M705
Technology,Phones,Samsung Galaxy Note 2
Office Supplies,Paper,Xerox 225
Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive
Technology,Phones,Mediabridge Sport Armband iPhone 5s
Furniture,Furnishings,DAX Cubicle Frames - 8x10
Office Supplies,Paper,Xerox 1929
Furniture,Tables,Bevis 44 x 96 Conference Tables
Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts"
Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs"
Furniture,Tables,KI Conference Tables
Office Supplies,Labels,Avery 501
Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set"
Office Supplies,Labels,Avery 513
Office Supplies,Appliances,Harmony Air Purifier
Furniture,Furnishings,"Electrix Incandescent Magnifying Lamp, Black"
Office Supplies,Appliances,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room
Office Supplies,Fasteners,Advantus Push Pins
Furniture,Chairs,"Global Stack Chair with Arms, Black"
Office Supplies,Paper,Xerox 206
Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack"
Furniture,Furnishings,3M Hangers With Command Adhesive
Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock"
Technology,Phones,Samsung Galaxy S4 Mini
Office Supplies,Paper,Xerox 1931
Technology,Phones,Apple iPhone 5
Technology,Phones,Polycom VVX 310 VoIP phone
Furniture,Tables,Bevis Boat-Shaped Conference Table
Furniture,Chairs,Harbour Creations Steel Folding Chair
Technology,Machines,Bady BDG101FRU Card Printer
Office Supplies,Paper,Xerox 1998
Office Supplies,Art,Newell 341
Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center
Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal
Furniture,Furnishings,9-3/4 Diameter Round Wall Clock
Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner
Office Supplies,Paper,Xerox 1916
Furniture,Chairs,Hon Olson Stacker Stools
Office Supplies,Labels,Round Specialty Laser Printer Labels
Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36"""
Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive
Office Supplies,Paper,Xerox 195
Furniture,Furnishings,Flat Face Poster Frame
Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair
Office Supplies,Binders,Avery Non-Stick Binders
Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins"
Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp
Office Supplies,Paper,Xerox 1981
Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window"
Office Supplies,Paper,Tops White Computer Printout Paper
Office Supplies,Storage,Eldon Portable Mobile Manager
Office Supplies,Art,Staples in misc. colors
Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus
Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets"
Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter"
Technology,Phones,Classic Ivory Antique Telephone ZL1810
Furniture,Bookcases,"Sauder Forest Hills Library with Doors, Woodland Oak Finish"
Technology,Phones,Nokia Lumia 521 (T-Mobile)
Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray"
Furniture,Tables,Hon 5100 Series Wood Tables
Furniture,Furnishings,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock"
Technology,Phones,Jabra SPEAK 410 Multidevice Speakerphone
Furniture,Furnishings,"Howard Miller 12"" Round Wall Clock"
Office Supplies,Paper,Xerox 211
Office Supplies,Storage,Tennsco Industrial Shelving
Office Supplies,Paper,Xerox 1931
Office Supplies,Art,Newell 334
Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter
Furniture,Tables,"Hon 30"" x 60"" Table with Locking Drawer"
Furniture,Tables,Safco Drafting Table
Office Supplies,Paper,Easy-staple paper
Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases
Technology,Phones,Panasonic KX-TG9471B
Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy"
Technology,Phones,Adtran 1202752G1
Office Supplies,Binders,Canvas Sectional Post Binders
Office Supplies,Envelopes,Staple envelope
Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray"
Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size"
Office Supplies,Paper,White Computer Printout Paper by Universal
Office Supplies,Labels,Avery 510
Furniture,Furnishings,Ultra Door Pull Handle
Office Supplies,Fasteners,Staples
Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine
Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector
Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal"
Office Supplies,Paper,Xerox 1972
Office Supplies,Art,Avery Hi-Liter Fluorescent Desk Style Markers
Office Supplies,Envelopes,Staple envelope
Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case"
Office Supplies,Art,Newell 309
Office Supplies,Binders,Ibico Hi-Tech Manual Binding System
Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System
Office Supplies,Envelopes,Jiffy Padded Mailers with Self-Seal Closure
Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine
Furniture,Tables,Balt Solid Wood Rectangular Table
Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus
Technology,Phones,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black"
Office Supplies,Paper,Xerox 218
Furniture,Chairs,Global Comet Stacking Armless Chair
Technology,Accessories,Memorex Froggy Flash Drive 8 GB
Office Supplies,Storage,SAFCO Boltless Steel Shelving
Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets
Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb"
Furniture,Furnishings,Hand-Finished Solid Wood Document Frame
Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7"
Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive
Office Supplies,Paper,Xerox 1891
Technology,Machines,Hewlett-Packard Deskjet 5550 Printer
Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling
Office Supplies,Labels,Avery 474
Office Supplies,Art,Staples in misc. colors
Office Supplies,Labels,Avery 499
Office Supplies,Art,American Pencil
Technology,Phones,Panasonic KX T7736-B Digital phone
Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine
Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs
Office Supplies,Storage,Staple magnet
Technology,Phones,Cisco SPA 502G IP Phone
Office Supplies,Art,Newell 345
Office Supplies,Paper,Xerox 1960
Technology,Accessories,Logitech Wireless Headset h800
Technology,Phones,Avaya 4621SW VoIP phone
Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box"
Office Supplies,Paper,Xerox 214
Office Supplies,Storage,Safco Commercial Shelving
Technology,Phones,Mitel MiVoice 5330e IP Phone
Technology,Phones,Motorola Moto X
Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases
Furniture,Furnishings,Longer-Life Soft White Bulbs
Office Supplies,Paper,Tops White Computer Printout Paper
Technology,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo
Furniture,Furnishings,Ultra Door Push Plate
Office Supplies,Binders,GBC Twin Loop Wire Binding Elements
Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H"
Office Supplies,Binders,Wilson Jones Active Use Binders
Furniture,Chairs,SAFCO Arco Folding Chair
Office Supplies,Labels,Avery 505
Office Supplies,Storage,Advantus Rolling Storage Box
Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters
Technology,Accessories,Logitech Trackman Marble Mouse
Office Supplies,Paper,Xerox 206
Office Supplies,Art,Newell 324
Furniture,Furnishings,DAX Cubicle Frames - 8x10
Furniture,Tables,Bush Advantage Collection Racetrack Conference Table
Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors
Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1"""
Technology,Phones,Cisco SPA508G
Office Supplies,Labels,Avery 518
Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs
Office Supplies,Art,BIC Brite Liner Grip Highlighters
Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive
Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive
Office Supplies,Paper,Xerox 1962
Office Supplies,Binders,3M Organizer Strips
Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room"
Technology,Accessories,Logitech G105 Gaming Keyboard
Technology,Accessories,Imation Clip USB flash drive - 8 GB
Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders
Office Supplies,Paper,Xerox 1970
Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers
Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor
Technology,Phones,Jabra SPEAK 410
Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L"
Office Supplies,Paper,Xerox 1913
Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB
Office Supplies,Art,Blackstonian Pencils
Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB
Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings
Office Supplies,Fasteners,Assorted Color Push Pins
Technology,Accessories,Belkin Standard 104 key USB Keyboard
Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h"
Technology,Phones,Avaya IP Phone 1140E VoIP phone
Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki"
Office Supplies,Art,Newell 321
Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs
Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy"
Office Supplies,Binders,3-ring staple pack
Technology,Phones,Jabra Supreme Plus Driver Edition Headset
Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge
Furniture,Furnishings,Staple-based wall hangings
Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page"
Technology,Copiers,Hewlett Packard LaserJet 3310 Copier
Office Supplies,Binders,Binder Posts
Furniture,Tables,Bevis Round Conference Table Top & Single Column Base
Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes"
Office Supplies,Paper,Xerox 1978
Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1"""
Office Supplies,Labels,Alphabetical Labels for Top Tab Filing
Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear"
Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth
Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator
Furniture,Furnishings,Advantus Panel Wall Acrylic Frame
Office Supplies,Labels,Avery 480
Technology,Phones,Aastra 57i VoIP phone
Technology,Phones,AT&T CL82213
Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card
Office Supplies,Art,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color"
Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus
Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray"
Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder
Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack"
Technology,Accessories,Sabrent 4-Port USB 2.0 Hub
Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish"
